test,mean0,mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,mean9,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19
250,74.79710145,68.59762774,65.07347826,65.07347826,67.3173913,64.19037209,67.10811628,63.14723387,61.35481116,68.375125,71.54157798,65.42775926,69.18797531,70.27245122,71.02003049,63.42540541,71.02003049,69.43246784,68.44556291,69.43246784
251,76.72608696,70.46087591,66.75169565,66.75169565,69.05347826,66.02148837,69.02246512,65.26914516,63.08569957,68.20028704,72.90275229,65.51153704,69.2765679,71.90770732,72.67268293,63.39924324,72.67268293,66.20755556,70.84548344,66.20755556
252,72.42391304,71.39423358,63.00880435,63.00880435,65.18152174,66.86772093,69.90716279,62.65897581,60.59106867,67.31598611,70.2746422,63.52503704,67.17590123,67.75508537,68.47588415,65.63848649,68.47588415,68.16857895,66.42217219,68.16857895
253,74.62971014,72.59941606,64.92784783,64.92784783,67.16673913,63.39990698,66.28172093,64.76875,62.28526609,68.70752778,71.73974312,65.15064815,68.89493827,70.50286585,71.25289634,66.12010811,71.25289634,68.22605263,68.71486093,68.22605263
254,74.5826087,68.63576642,64.88686957,64.88686957,67.12434783,66.29316279,69.30648837,63.14723387,61.10581116,66.46960185,71.13952294,66.64146296,70.4714321,70.81810976,71.5714939,65.32572973,71.5714939,67.26230409,68.77944371,67.26230409
255,76.83913043,70.60441606,66.85004348,66.85004348,69.15521739,67.10511628,70.15534884,64.70216935,62.46480258,68.2845463,71.75779817,62.91603704,66.53190123,69.4700122,70.20905488,66.19502703,70.20905488,67.69176023,69.34423841,67.69176023
256,72.27681159,71.79087591,62.88082609,62.88082609,65.04913043,63.54827907,66.43683721,63.79084677,61.88772103,68.30982407,72.5213945,64.97074074,68.70469136,70.05521951,70.8004878,67.99427027,70.8004878,67.97593567,66.97782781,67.97593567
257,74.30434783,72.38306569,64.64478261,64.64478261,66.87391304,65.71093023,68.6977907,64.30962097,61.58742489,67.214875,70.47412844,65.34559259,69.10108642,70.0437561,70.78890244,65.60281081,70.78890244,68.35430409,69.07737748,68.35430409
258,74.68985507,68.34729927,64.98017391,64.98017391,67.22086957,67.38088372,70.44365116,64.19969355,62.97348927,68.71468981,72.15280734,64.43907407,68.14246914,70.68685366,71.43884146,62.39081081,71.43884146,67.14788889,69.92121854,67.14788889
259,76.58913043,70.94627737,66.63254348,66.63254348,68.93021739,64.04148837,66.95246512,63.88378226,60.82617597,66.51510185,70.56836697,64.6307963,68.34520988,69.10662195,69.84179878,63.99740541,69.84179878,68.03553801,67.21361589,68.03553801
260,72.25507246,71.67645985,62.86191304,62.86191304,65.02956522,65.57995349,68.56086047,64.68552419,62.25142489,68.26053241,71.93086239,65.31068519,69.06417284,70.56935366,71.32009146,66.79794595,71.32009146,68.34791813,68.42423841,68.34791813
261,74.40797101,72.20277372,64.73493478,64.73493478,66.96717391,66.18572093,69.19416279,63.68681452,60.97970815,68.41262037,72.31574312,65.75535185,69.53439506,71.40732927,72.16698171,65.76810811,72.16698171,66.88340351,69.18643709,66.88340351
262,75.52391304,68.31886861,65.70580435,65.70580435,67.97152174,65.07037209,68.02811628,64.94387097,62.65538197,67.32946759,70.6493945,63.04224074,66.66535802,67.57167073,68.29051829,67.03459459,68.29051829,68.14995322,69.59952318,68.14995322
263,76.18913043,70.93726277,66.28454348,66.28454348,68.57021739,65.60451163,68.58653488,62.92148387,61.54396567,68.40587963,72.30473394,65.27631481,69.02782716,70.68857317,71.44057927,66.264,71.44057927,69.0147193,66.38744371,69.0147193
264,71.93768116,71.40463504,62.58578261,62.58578261,64.74391304,65.76567442,68.75502326,65.22025,61.69464807,66.62126852,70.44418349,66.52653704,70.34990123,71.97304878,72.73871951,67.34140541,72.73871951,65.96382456,69.25711258,65.96382456
265,74.70507246,72.39554745,64.99341304,64.99341304,67.23456522,65.60962791,68.59188372,62.95546774,62.93893562,68.36585648,71.98546789,62.88059259,66.49441975,68.14656098,68.87152439,62.73686486,68.87152439,68.33780702,69.24309934,68.33780702
266,75.00652174,68.46934307,65.25567391,65.25567391,67.50586957,65.20646512,68.17039535,64.29748387,60.78342918,68.40461574,72.31266055,65.32518519,69.07950617,70.15609756,70.90243902,63.44324324,70.90243902,69.51122807,68.36148344,69.51122807
267,76.23478261,71.04751825,66.32426087,66.32426087,68.61130435,65.79893023,68.7897907,63.66912903,62.32160086,67.20939815,70.92066055,64.96107407,68.69446914,70.11139024,70.8572561,66.34248649,70.8572561,65.62749708,67.85456954,65.62749708
268,71.83478261,70.98788321,62.49626087,62.49626087,64.65130435,66.27065116,69.28295349,64.74829032,61.11578541,68.42357407,72.00704587,64.71403704,68.43323457,70.63354878,71.38496951,66.25448649,71.38496951,67.89930409,68.84829139,67.89930409
269,74.90652174,72.56682482,65.16867391,65.16867391,67.41586957,64.6395814,67.57774419,63.80367742,62.46836481,66.68235648,70.51376147,64.4422963,68.14587654,69.42989024,70.1685061,65.88227027,70.1685061,69.69376023,70.50855629,69.69376023
270,75.12173913,68.16492701,65.35591304,65.35591304,67.60956522,66.40930233,69.42790698,64.00966129,61.52330472,68.45137963,72.17438532,65.3412963,69.09654321,70.48567073,71.23551829,65.72054054,71.23551829,66.23948538,66.38988079,66.23948538
271,75.74275362,71.18551095,65.89619565,65.89619565,68.16847826,65.89,68.885,64.67408065,61.6444206,68.39618981,72.03963303,65.74890741,69.52758025,71.05368293,71.80957317,68.59005405,71.80957317,67.95252047,68.8074702,67.95252047
272,71.92318841,71.39007299,62.57317391,62.57317391,64.73086957,64.2804186,67.20225581,63.60358871,63.19506009,67.032875,70.99420183,63.16038889,66.7902963,68.15859756,68.88368902,63.79405405,68.88368902,68.61293567,68.59422517,68.61293567
273,75.40797101,72.27558394,65.60493478,65.60493478,67.86717391,66.09362791,69.09788372,65.06073387,60.66908155,68.38902778,72.25409174,65.35955556,69.11585185,70.57680488,71.32762195,63.60735135,71.32762195,66.93768421,69.47340397,66.93768421
274,74.73913043,68.13718978,65.02304348,65.02304348,67.26521739,66.98744186,70.03232558,63.18572581,62.46907725,66.85003241,70.26759633,66.39657407,70.21246914,71.99769512,72.76362805,65.21037838,72.76362805,67.99083626,67.11369536,67.99083626
275,76.21521739,71.69448905,66.30723913,66.30723913,68.59369565,63.18093023,66.0527907,65.13841129,60.77274249,68.42441667,72.12462385,63.01055556,66.63185185,67.52352439,68.24185976,66.176,68.24185976,67.76573099,68.9293245,67.76573099
276,71.76594203,70.94558394,62.43636957,62.43636957,64.58934783,66.50702326,69.53006977,62.79456452,62.64825751,68.32330556,71.98899083,65.23335185,68.98239506,70.39339024,71.1422561,65.81210811,71.1422561,68.41656725,70.39584106,68.41656725
277,75.37826087,72.5030292,65.57908696,65.57908696,67.84043478,67.00688372,70.05265116,64.59189516,61.63302146,67.30250463,70.9479633,64.80103704,68.52523457,70.97917073,71.73426829,65.65394595,71.73426829,67.02921637,66.74325828,67.02921637
278,74.66594203,68.09974453,64.95936957,64.95936957,67.19934783,63.46948837,66.35446512,63.30432258,61.77586695,68.1707963,72.73233028,65.01209259,68.74841975,69.24303659,69.97966463,68.56983784,69.97966463,68.24574269,68.79284768,68.24574269
279,75.55,71.82554745,65.7285,65.7285,67.995,65.98772093,68.98716279,64.68448387,62.85949785,66.92502315,69.77438532,64.42887037,68.13167901,69.95090244,70.69506098,64.73708108,70.69506098,68.3292924,68.80929801,68.3292924
280,72.28913043,70.68416058,62.89154348,62.89154348,65.06021739,67.17316279,70.22648837,63.8106129,60.83401288,68.30561111,72.59757798,65.39338889,69.15162963,70.53954878,71.28996951,63.15427027,71.28996951,66.84561988,69.61353642,66.84561988
281,75.47028986,71.91222628,65.65915217,65.65915217,67.92326087,64.0327907,66.94337209,64.31898387,62.80000858,68.26011111,71.6226055,65.79724074,69.57869136,70.54470732,71.29518293,63.87848649,71.29518293,68.3292924,66.0730596,68.3292924
282,74.85289855,68.82854015,65.12202174,65.12202174,67.3676087,65.87362791,68.86788372,64.05404839,60.65696996,67.39181944,70.91009174,62.71035185,66.31439506,68.93008537,69.66338415,66.60767568,69.66338415,68.91999415,69.08468874,68.91999415
283,75.46449275,71.33390511,65.6541087,65.6541087,67.91804348,66.21744186,69.22732558,64.03150806,62.48083262,68.1480463,72.90847706,65.47609259,69.23908642,70.35842683,71.10692073,65.32572973,71.10692073,65.83770175,69.65070199,65.83770175
284,72.47463768,71.07456204,63.05293478,63.05293478,65.22717391,64.77567442,67.72002326,64.6706129,61.63444635,66.93513426,69.6986422,66.40355556,70.21985185,71.94152439,72.70685976,67.39372973,72.70685976,68.23190643,68.19576159,68.23190643
285,75.31884058,71.77354015,65.5273913,65.5273913,67.78695652,65.52162791,68.49988372,63.66843548,61.68716738,68.23356944,72.61519266,63.1475,66.77666667,67.52982927,68.24823171,65.9227027,68.24823171,69.71238596,68.29811921,69.71238596
286,75.15,68.72313869,65.3805,65.3805,67.635,65.88181395,68.87644186,64.96294355,62.55777682,68.52131481,71.36587156,65.07707407,68.8171358,70.65246341,71.40408537,67.804,71.40408537,65.42367836,69.0621457,65.42367836
287,74.85144928,71.69379562,65.12076087,65.12076087,67.36630435,65.70632558,68.69297674,62.92495161,61.20341631,67.10786574,71.38612844,64.76237037,68.48434568,70.95853659,71.71341463,62.43481081,71.71341463,68.05203509,69.86699338,68.05203509
288,73.31884058,71.16540146,63.7873913,63.7873913,65.98695652,65.0135814,67.96874419,65.13633065,62.99664378,68.2276713,72.77372477,65.44601852,69.20728395,69.34162195,70.07929878,64.15794595,70.07929878,69.76453801,66.05782781,69.76453801
289,74.51884058,71.54470803,64.8313913,64.8313913,67.06695652,65.8587907,68.85237209,63.04216129,60.5607897,66.92460185,69.78231193,64.24466667,67.93688889,69.9125,70.65625,66.8252973,70.65625,66.04524561,69.14744371,66.04524561
290,75.9557971,68.83131387,66.08154348,66.08154348,68.36021739,66.37860465,69.39581395,64.23575806,62.16806867,68.24283796,72.23691743,65.36975926,69.12664198,70.22659756,70.97368902,65.0212973,70.97368902,67.87695322,68.82635762,67.87695322
291,74.41521739,71.4129562,64.74123913,64.74123913,66.97369565,64.29883721,67.22151163,63.70692742,61.68930472,68.51457407,71.33284404,65.83107407,69.61446914,70.59056098,71.34152439,66.11891892,71.34152439,68.41550292,69.18460927,68.41550292
292,73.08478261,71.36441606,63.58376087,63.58376087,65.77630435,66.46353488,69.48460465,64.73545968,61.97535193,67.06405093,71.34517431,62.50788889,66.1002963,68.86302439,69.59560976,65.59210811,69.59560976,67.33733918,67.64863576,67.33733918
293,74.75072464,71.69864964,65.03313043,65.03313043,67.27565217,66.42925581,69.44876744,63.79916935,62.28597854,68.37259722,72.93445872,65.38372222,69.14140741,71.01585366,71.77134146,69.23221622,71.77134146,67.77477778,68.44556291,67.77477778
294,75.57536232,68.98178832,65.75056522,65.75056522,68.01782609,64.17706977,67.0942093,63.94446774,61.38687124,66.87994444,70.13548624,66.5302963,70.35387654,71.1482561,71.90515244,63.30410811,71.90515244,68.0797076,70.87168212,68.0797076
295,74.05362319,71.25138686,64.42665217,64.42665217,66.64826087,65.648,68.632,64.66610484,62.94036052,68.18975463,71.95948624,63.16146296,66.7914321,67.63128049,68.3507622,63.45394595,68.3507622,67.98657895,66.34235762,67.98657895
296,73.98985507,71.68894161,64.37117391,64.37117391,66.59086957,67.16804651,70.22113953,63.58867742,60.44572961,68.51415278,71.12102752,64.92938889,68.66096296,70.85536585,71.60914634,65.59091892,71.60914634,67.28146199,68.66246358,67.28146199
297,74.67173913,70.99551095,64.96441304,64.96441304,67.20456522,63.28888372,66.16565116,65.10928226,62.22933906,67.19760185,71.59662385,65.04431481,68.78249383,71.74034146,72.50353659,66.02021622,72.50353659,68.35004678,68.85803974,68.35004678
298,76.2384058,69.60934307,66.32741304,66.32741304,68.61456522,66.30493023,69.3187907,63.24120968,61.71780258,68.25168519,73.03530275,65.33538889,69.0902963,68.22508537,68.95088415,65.74194595,68.95088415,68.08875439,69.32291391,68.08875439
299,73.11666667,70.72784672,63.6115,63.6115,65.805,67.34302326,70.40406977,65.05379839,61.96965236,66.95788426,69.83911927,64.10557407,67.78980247,70.27646341,71.02408537,66.05351351,71.02408537,67.04784211,67.04606623,67.04784211
300,74.00434783,72.03635036,64.38378261,64.38378261,66.60391304,63.24488372,66.11965116,62.91246774,62.3821588,68.06673611,71.84411009,65.44118519,69.20217284,70.11826829,70.86420732,68.58172973,70.86420732,68.36228655,68.87936424,68.36228655
301,74.42101449,70.8450365,64.74628261,64.74628261,66.97891304,66.08902326,69.09306977,64.56207258,61.18311159,68.74038889,71.45218349,65.72796296,69.5054321,70.31429268,71.06231707,63.99859459,71.06231707,68.97693567,70.10095364,68.97693567
302,76.94275362,69.38605839,66.94019565,66.94019565,69.24847826,66.85032558,69.88897674,63.2866371,63.12417167,66.97010185,71.47376147,62.54655556,66.14118519,69.62247561,70.36314024,63.66443243,70.36314024,65.77277778,67.20752318,65.77277778
303,72.33550725,71.26109489,62.9318913,62.9318913,65.10195652,64.22465116,67.14395349,64.69003226,60.51697425,68.59335648,72.94106422,65.62646296,69.39809877,70.48796341,71.23783537,64.43502703,71.23783537,67.97593567,68.34929801,67.97593567
304,74.55507246,71.53777372,64.86291304,64.86291304,67.09956522,65.94167442,68.93902326,63.84043548,62.09967382,66.86899074,70.11478899,66.52062963,70.34365432,71.06743902,71.82347561,66.63978378,71.82347561,69.71345029,69.1626755,69.71345029
305,74.79565217,70.96638686,65.07221739,65.07221739,67.31608696,65.95548837,68.95346512,64.32522581,61.61307296,67.91886111,71.79963303,63.02988889,66.6522963,68.19241463,68.91786585,65.18302703,68.91786585,65.53383626,69.70431788,65.53383626
306,76.57173913,69.55386861,66.61741304,66.61741304,68.91456522,64.95986047,67.9125814,63.91637903,61.88059657,68.70247222,71.54025688,64.72692593,68.4468642,70.48280488,71.23262195,67.00724324,71.23262195,68.28884795,66.37708609,68.28884795
307,72.22898551,71.15846715,62.83921739,62.83921739,65.00608696,65.70274419,68.68923256,64.09739516,62.46337768,66.89384722,71.0893211,65.42077778,69.18059259,71.7787439,72.54234756,66.09513514,72.54234756,69.49952047,69.22482119,69.49952047
308,74.26521739,71.53569343,64.61073913,64.61073913,66.83869565,65.54976744,68.52930233,64.65084677,61.48198283,68.64391204,73.21277064,65.2935,69.046,67.75565854,68.47646341,67.11308108,68.47646341,66.02449123,69.20715232,66.02449123
309,75.42826087,70.41927007,65.62258696,65.62258696,67.88543478,66.14990698,69.15672093,63.69062903,62.81781974,66.83865741,70.04917431,64.08731481,67.77049383,70.37332927,71.12198171,63.04605405,71.12198171,67.78648538,68.34137748,67.78648538
310,76.10507246,70.24175182,66.21141304,66.21141304,68.49456522,64.90972093,67.86016279,65.0361129,60.70862232,68.08021759,71.78554128,65.36438889,69.12096296,71.18837805,71.94570122,63.80475676,71.94570122,68.70553216,67.96301987,68.70553216
311,72.0557971,70.91437956,62.68854348,62.68854348,64.85021739,66.00767442,69.00802326,62.89374194,62.07153219,68.62453241,71.34561468,65.59262963,69.36232099,69.0624878,69.79719512,67.10118919,69.79719512,67.33042105,68.79345695,67.33042105
312,74.66376812,72.24645985,64.95747826,64.95747826,67.1973913,65.87465116,68.86895349,65.11066935,61.39185837,66.98990278,71.54598165,62.77372222,66.38140741,70.09362195,70.83929878,65.30313514,70.83929878,67.66089474,70.57496689,67.66089474
313,75.52608696,69.54485401,65.70769565,65.70769565,67.97347826,64.84013953,67.7874186,63.00956452,62.30093991,68.4437963,72.75258716,65.44011111,69.20103704,70.03917073,70.78426829,65.96551351,70.78426829,68.05576023,66.09986755,68.05576023
314,75.74492754,70.20361314,65.89808696,65.89808696,68.17043478,66.21027907,69.21983721,64.3158629,62.2592618,66.90480093,70.44154128,66.4782037,70.29879012,71.01585366,71.77134146,65.87513514,71.77134146,67.91633333,69.0962649,67.91633333
315,72.02826087,71.13905109,62.66458696,62.66458696,64.82543478,66.36734884,69.38404651,63.6736371,61.44778541,68.16868981,71.72433028,63.34244444,66.98281481,68.86703659,69.59966463,68.99556757,69.59966463,67.33201754,68.49917881,67.33201754
316,75.06521739,72.72492701,65.30673913,65.30673913,67.55869565,63.93097674,66.83693023,64.71916129,62.9432103,68.71932407,71.24565138,64.7715,68.494,70.47535366,71.22509146,63.17091892,71.22509146,68.08715789,69.50813245,68.08715789
317,74.78985507,68.82437956,65.06717391,65.06717391,67.31086957,65.76260465,68.75181395,63.77073387,60.36949785,66.82180556,71.51515596,65.03088889,68.7682963,71.59303659,72.35466463,63.65848649,72.35466463,68.63475439,67.21117881,68.63475439
318,76.26086957,70.96430657,66.34695652,66.34695652,68.63478261,67.11995349,70.17086047,63.99128226,62.28099142,68.43663426,73.02297248,65.43151852,69.19195062,67.75221951,68.4729878,65.45297297,68.4729878,66.73226901,68.91531126,66.73226901
319,71.69057971,70.58708029,62.37080435,62.37080435,64.52152174,63.44544186,66.32932558,64.67304032,61.32061373,66.95156481,70.28433028,63.91062963,67.58365432,70.46904878,71.21871951,65.736,71.21871951,68.61133918,70.25631788,68.61133918
320,74.94927536,73.02310219,65.20586957,65.20586957,67.45434783,66.11409302,69.11927907,63.51758871,62.23147639,68.26980093,71.6173211,65.53892593,69.30553086,71.19181707,71.94917683,65.54572973,71.94917683,68.70127485,66.7085298,68.70127485
321,74.85724638,68.66835766,65.12580435,65.12580435,67.37152174,67.34916279,70.41048837,65.04755645,62.31412017,68.62411111,71.16022018,65.87403704,69.65990123,69.10432927,69.83948171,66.13318919,69.83948171,66.11602339,68.88606623,66.11602339
322,76.4615942,71.0690146,66.52158696,66.52158696,68.81543478,63.51655814,66.40367442,63.29253226,61.25435622,66.73965278,71.83970642,62.54709259,66.14175309,70.0397439,70.78484756,69.08951351,70.78484756,67.75508772,68.83549669,67.75508772
323,71.81449275,70.84087591,62.4786087,62.4786087,64.63304348,65.80609302,68.79727907,65.1113629,63.01267382,68.5120463,72.55750459,65.41594444,69.17548148,70.1102439,70.85609756,63.47891892,70.85609756,69.82254386,69.65131126,69.82254386
324,75.5057971,72.72562044,65.69004348,65.69004348,67.95521739,66.82832558,69.86597674,62.96275,60.8635794,67.214875,70.4199633,66.48357407,70.30446914,70.75104878,71.50371951,63.54194595,71.50371951,65.50297076,66.01578808,65.50297076
325,74.40289855,68.78554745,64.73052174,64.73052174,66.9626087,64.54288372,67.47665116,64.54785484,62.25249356,67.93655556,72.07354128,63.22107407,66.85446914,69.02179268,69.75606707,64.98205405,69.75606707,68.22977778,69.08468874,68.22977778
326,75.91956522,70.51843066,66.05002174,66.05002174,68.3276087,65.79893023,68.7897907,63.27103226,61.11008584,68.58872222,70.61900917,64.92025926,68.65130864,70.84676829,71.60045732,66.92756757,71.60045732,69.53996491,69.66166887,69.53996491
327,72.21014493,70.92131387,62.82282609,62.82282609,64.98913043,65.9687907,68.96737209,64.69280645,62.49579399,67.01391667,71.89034862,64.98040741,68.71491358,70.93102439,71.68560976,65.05578378,71.68560976,66.14582456,68.17321854,66.14582456
328,74.98913043,73.2200365,65.24054348,65.24054348,67.49021739,64.91586047,67.8665814,63.87407258,61.65938197,68.26390278,72.33159633,65.42614815,69.1862716,67.73617073,68.45676829,66.20335135,68.45676829,67.82692982,68.26704636,67.82692982
329,74.87608696,68.35145985,65.14219565,65.14219565,67.38847826,65.57023256,68.55069767,64.34845968,61.73133906,67.25658333,70.57541284,63.71461111,67.37637037,70.79862195,71.55179878,66.93232432,71.55179878,68.48149123,69.1967947,68.48149123
330,75.64782609,70.65572993,65.8136087,65.8136087,68.08304348,65.76106977,68.7502093,63.81997581,62.92753648,67.91296296,72.46018349,65.55987037,69.32767901,71.87217073,72.63676829,67.36281081,72.63676829,67.33042105,69.82860927,67.33042105
331,72.14347826,71.59116788,62.76482609,62.76482609,64.92913043,66.11,69.115,64.05612903,60.78129185,68.90258796,70.38385321,66.15114815,69.95293827,68.26979268,68.99606707,61.73437838,68.99606707,67.67526316,65.97374834,67.67526316
332,75.67898551,72.29430657,65.84071739,65.84071739,68.11108696,64.82888372,67.77565116,64.65015323,62.32017597,66.67814352,71.8987156,62.70337037,66.30701235,70.42319512,71.17237805,64.67167568,71.17237805,67.87854971,69.13891391,67.87854971
333,74.69782609,68.66974453,64.9871087,64.9871087,67.22804348,66.00562791,69.00588372,63.79292742,61.00464378,68.23651852,72.33247706,65.01101852,68.74728395,70.04089024,70.7860061,66.70756757,70.7860061,67.98232164,68.9250596,67.98232164
334,75.56304348,70.74656934,65.73984783,65.73984783,68.00673913,66.11869767,69.12409302,64.99207258,62.65039485,67.26669444,70.86561468,66.45618519,70.27550617,70.14692683,70.89317073,65.61589189,70.89317073,67.44536842,69.14561589,67.44536842
335,72.60507246,71.5620438,63.16641304,63.16641304,65.34456522,64.60274419,67.53923256,62.94402419,61.60024893,68.10970833,72.02774312,63.5245,67.17533333,69.60757317,70.34807927,66.70281081,70.34807927,68.06746784,67.58649007,68.06746784
336,74.67173913,72.4329927,64.96441304,64.96441304,67.20456522,66.16065116,69.16795349,65.13841129,61.6105794,68.77240741,70.66084404,64.91381481,68.64449383,70.63010976,71.3814939,65.75740541,71.3814939,68.55812281,68.54304636,68.55812281
337,75.91521739,68.28489051,66.04623913,66.04623913,68.32369565,66.57762791,69.60388372,62.93154032,62.8694721,66.646125,72.10744954,64.92455556,68.65585185,70.6645,71.41625,67.77664865,71.41625,66.66468421,70.84792053,66.66468421
338,74.6115942,71.19591241,64.91208696,64.91208696,67.15043478,63.83888372,66.74065116,64.37550806,60.74638197,68.159,72.13387156,65.35364815,69.10960494,68.77017073,69.50176829,63.53956757,69.50176829,68.65976608,66.29361589,68.65976608
339,73.23913043,71.09952555,63.71804348,63.71804348,65.91521739,65.61781395,68.60044186,63.59387903,62.46373391,67.40024537,70.81981651,64.13081481,67.81649383,70.32059756,71.06868902,63.01394595,71.06868902,68.62943275,68.66368212,68.62943275
340,74.76304348,72.17711679,65.04384783,65.04384783,67.28673913,67.33483721,70.39551163,64.76840323,60.92021888,68.10043981,72.2333945,64.94872222,68.68140741,71.70136585,72.46414634,66.39837838,72.46414634,66.29908772,68.85682119,66.29908772
341,75.39202899,68.53521898,65.59106522,65.59106522,67.85282609,63.53293023,66.4207907,63.70172581,62.63258369,68.86719907,70.34422018,66.3997963,70.21587654,67.8347561,68.55640244,66.35437838,68.55640244,67.92644444,69.34911258,67.92644444
342,74.68478261,71.31448905,64.97576087,64.97576087,67.21630435,66.0695814,69.07274419,64.0283871,61.6244721,66.68235648,72.07310092,62.62603704,66.22523457,70.47076829,71.22045732,64.61697297,71.22045732,69.37712281,67.05459603,69.37712281
343,73.11956522,71.17164234,63.61402174,63.61402174,65.8076087,67.20795349,70.26286047,64.69835484,61.57923176,67.97784259,72.04888073,65.00081481,68.73649383,70.89663415,71.65085366,66.31275676,71.65085366,65.83823392,68.8458543,65.83823392
344,75.13985507,72.38237226,65.37167391,65.37167391,67.62586957,63.5047907,66.39137209,63.57445968,63.08106867,67.52958333,70.93783486,66.32246296,70.13409877,69.22928049,69.9657622,69.05978378,69.9657622,68.26862573,70.20087417,68.26862573
345,75.47608696,67.94718978,65.66419565,65.66419565,67.92847826,66.08032558,69.08397674,65.02779032,60.74246352,68.01912963,72.80014679,63.75005556,67.41385185,69.97039024,70.7147561,63.64897297,70.7147561,69.52346784,67.13136424,69.52346784
346,73.62101449,71.46288321,64.05028261,64.05028261,66.25891304,66.35404651,69.37013953,63.19231452,62.61299142,68.91227778,69.70568807,64.8585,68.586,70.27187805,71.01945122,63.76432432,71.01945122,65.66740936,68.20307285,65.66740936
347,74.08115942,71.36164234,64.4506087,64.4506087,66.67304348,64.73269767,67.67509302,65.16164516,60.73427039,66.72954167,72.52095413,64.92025926,68.65130864,70.85020732,71.60393293,65.11286486,71.60393293,68.3175848,69.33631788,68.3175848
348,74.66014493,72.03427007,64.95432609,64.95432609,67.19413043,65.72627907,68.71383721,63.01129839,62.49472532,67.83375926,71.80315596,65.48038889,69.24362963,68.808,69.54,65.956,69.54,68.39421637,69.71162914,68.39421637
349,76.50942029,68.29251825,66.56319565,66.56319565,68.85847826,66.02916279,69.03048837,64.52427419,61.69001717,67.62732407,70.74187156,63.95090741,67.62624691,70.63985366,71.39134146,65.33881081,71.39134146,67.21174854,66.31615894,67.21174854
350,72.60362319,71.27357664,63.16515217,63.16515217,65.34326087,64.94809302,67.90027907,63.29946774,61.84105579,67.84513426,73.00976147,65.08244444,68.82281481,71.4205122,72.18030488,66.88951351,72.18030488,67.64439766,69.05849007,67.64439766
351,74.48550725,71.06693431,64.8023913,64.8023913,67.03695652,65.86032558,68.85397674,64.59120161,62.52571674,69.1595787,69.67045872,66.31333333,70.12444444,67.83189024,68.5535061,67.14875676,68.5535061,68.21594152,69.43319205,68.21594152
352,74.59492754,72.89551095,64.89758696,64.89758696,67.13543478,65.58609302,68.56727907,63.89973387,61.2924721,66.59219907,72.67244037,62.60240741,66.20024691,70.41173171,71.16079268,66.25091892,71.16079268,67.74976608,68.24023841,67.74976608
353,76.81231884,68.07478102,66.82671739,66.82671739,69.13108696,66.12944186,69.13532558,64.42995161,62.68387983,67.75792593,71.33856881,65.32948148,69.08404938,71.4829878,72.24344512,62.54897297,72.24344512,67.51135673,68.07695364,67.51135673
354,72.25869565,71.71321168,62.86506522,62.86506522,65.03282609,64.85548837,67.80346512,63.78529839,60.57824464,67.69641667,71.39141284,65.79025926,69.57130864,68.87563415,69.60835366,63.7667027,69.60835366,68.16645029,68.77578808,68.16645029
355,74.36231884,70.79372263,64.69521739,64.69521739,66.92608696,65.77437209,68.76411628,64.04052419,62.15524464,67.79921296,72.69886239,64.20277778,67.89259259,70.07356098,70.81902439,67.17016216,70.81902439,68.29416959,70.60116556,68.29416959
356,74.64637681,72.22288321,64.94234783,64.94234783,67.18173913,66.10590698,69.11072093,64.66783871,61.87454077,69.13135185,69.76733945,64.69577778,68.41392593,70.16297561,70.90939024,65.49102703,70.90939024,67.0068655,65.82143046,67.0068655
357,76.73478261,68.26131387,66.75926087,66.75926087,69.06130435,64.74855814,67.69167442,63.75825,61.93901717,66.63348611,72.30869725,64.94657407,68.6791358,70.67367073,71.42551829,67.00486486,71.42551829,68.62304678,69.37592053,68.62304678
358,72.16014493,71.66813869,62.77932609,62.77932609,64.94413043,66.05781395,69.06044186,65.00351613,62.37432189,67.93824074,71.31214679,65.4632037,69.22545679,69.16508537,69.90088415,65.70389189,69.90088415,68.32609942,68.40656954,68.32609942
359,74.38695652,70.98788321,64.71665217,64.71665217,66.94826087,66.66051163,69.69053488,62.92599194,61.35303004,67.58519444,71.32095413,63.93801852,67.61261728,70.78314634,71.53615854,67.70291892,71.53615854,66.38636257,69.35459603,66.38636257
360,75.66376812,72.07726277,65.82747826,65.82747826,68.0973913,63.70483721,66.60051163,65.20395161,62.78682833,67.78193981,72.97761468,65.13185185,68.87506173,70.97229268,71.72731707,63.29340541,71.72731707,68.0621462,67.436,68.0621462
361,76.26956522,68.53591241,66.35452174,66.35452174,68.6426087,65.76823256,68.75769767,62.89235484,60.69722318,69.07700463,70.04080734,66.13557407,69.93646914,67.68573171,68.40579268,63.04486486,68.40579268,69.40107018,68.81417219,69.40107018
362,71.76376812,71.24861314,62.43447826,62.43447826,64.5873913,67.47451163,70.54153488,64.4153871,62.13636481,66.70931944,71.97930275,62.77694444,66.38481481,70.74818293,71.50082317,66.10345946,71.50082317,65.50084211,70.30871523,65.50084211
363,74.95869565,71.25346715,65.21406522,65.21406522,67.46282609,63.37534884,66.25604651,63.56752419,61.6105794,67.97784259,71.21658716,65.3762037,69.13345679,71.86013415,72.62460366,66.83837838,72.62460366,68.3952807,66.59642384,68.3952807
